"Submission Date",Cinsiyet,"Yan haklarınız","Şirketiniz hangi lokasyon merkezli?","Şirketiniz hangi ülke merkezli?","Şirketiniz hangi şehirde? (Eğer Türkiye ise)","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Hangi pozisyonda çalışıyorsunuz?","Çalıştığınız şirketteki unvanınız nedir?",Deneyim,"Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?","Kazancınız hangi para biriminde?","Maaş tipi","Senede kaç kez zam alıyorsunuz?","Ara zam / iyileştirme oranınız hangi aralıkta?","Yemek kartınız varsa günlük güncel miktar nedir?","Maaş / Aylık Türk Lirası cinsinden          (Ortalama ""NET"" ücret)"
"Şub 3, 2024",Erkek,"Spor salonu üyeliği / indirimi
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,"Network Engineer","Yeni mezun","0-1 Yıl",,"Türk Lirası",Net,2,%5-%10,,"22.452 TL - 26.802 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri","Yurt dışı","İngiltere ","34 İstanbul",Remote,151-300,"Frontend Developer / Engineer",Senior,"7-9 Yıl","Javascript / Typescript ve bağlı framework'ler",Dolar,Net,1,Almadım,150-180TL,"82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,11-20,"CTO (Chief Technology Officer)",Senior,"12 Yıl ve üzeri","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Javascript / Typescript ve bağlı framework'ler
Linux
NoSQL","Türk Lirası",Net,1,,,"150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,151-300,"Backend Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Net,2,%36-%50,"210-250 TL","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"Türkiye ","06 Ankara",Hybrid,301-600,"Frontend Developer / Engineer",Senior,"3-5 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,"%71 ve üzeri","180-210 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Ofiste,51-150,"Backend Developer / Engineer",Mid,"3-5 Yıl","Java ve bağlı framework'ler","Türk Lirası",Net,1,%11-%20,"180-210 TL","22.452 TL - 26.802 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Employee stock options","Yurt dışı","Amerika Birleşik Devletleri ",,Remote,21-50,"Fullstack Developer / Engineer",Senior,"12 Yıl ve üzeri","ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
PHP
Python",Dolar,Net,1,%36-%50,,"82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Data Engineer",Senior,"5-7 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Linux
Python","Türk Lirası",Brüt,2,%36-%50,"210-250 TL","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Hayat sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,"Data Engineer","Yeni mezun","0-1 Yıl","Python
SQL","Türk Lirası",Net,1,Almadım,"250-300 TL","22.452 TL - 26.802 TL"
"Şub 3, 2024",Erkek,"Yol / yakıt yardımı",Türkiye,"Türkiye ","34 İstanbul",Hybrid,21-50,"System Administrator",Junior,"1-3 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Linux
No-code / Low-code Araçları","Türk Lirası",Net,2,%51-%70,"210-250 TL","26.803 TL - 29.801 TL"
"Şub 3, 2024",Erkek,"Yol / yakıt yardımı","Yurt dışı","Almanya ",,Hybrid,301-600,"Backend Developer / Engineer",Mid,"3-5 Yıl","Java ve bağlı framework'ler",Euro,Brüt,1,Almadım,,"105.103 TL - 127.552 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Personel servisi
Hayat sigortası
Udemy vb kurs üyelikleri
Emeklilik planlama hizmetleri
İşçi tazminatı
Tıbbi izin",Türkiye,,"34 İstanbul",Remote,1.000-5.000,"Fullstack Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Kubernetes
No-code / Low-code Araçları
SQL","Türk Lirası",Net,2,%21-%35,"250-300 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Sertifika sınav ücretleri
Tıbbi izin",Türkiye,"Türkiye ","41 Kocaeli",Remote,1.000-5.000,"Software Engineer",Mid,"3-5 Yıl","Java ve bağlı framework'ler
Kotlin
SQL
Swift","Türk Lirası",Net,2,%11-%20,"250-300 TL","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Tıbbi izin","Yurt dışı","Almanya ","34 İstanbul",Remote,"10.000 ve üzeri","Software Engineer",Junior,"0-1 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler",Euro,Net,1,"%71 ve üzeri","250-300 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"Türkiye ","34 İstanbul",Ofiste,11-20,"Backend Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,2,%51-%70,"210-250 TL","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Remote,"10.000 ve üzeri","Data Engineer",Senior,"9-12 Yıl","Golang
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
NoSQL
Python
SQL","Türk Lirası",Net,2,%36-%50,"210-250 TL","105.103 TL - 127.552 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,"Software Engineer",Senior,"3-5 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
SAP
SQL","Türk Lirası",Net,2,%21-%35,"250-300 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,"Frontend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları","Türk Lirası",Net,1,%36-%50,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Erzak yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri
Tıbbi izin",Türkiye,"Almanya ","16 Bursa",Hybrid,"10.000 ve üzeri","Software Engineer",Senior,"3-5 Yıl","C# / .NET Framework
C, C++
ChatGPT
Python","Türk Lirası",Brüt,2,%36-%50,150-180TL,"67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri
Emeklilik planlama hizmetleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Fullstack Developer / Engineer",Mid,"3-5 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,2,%36-%50,"210-250 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri",Türkiye,,"34 İstanbul",Hybrid,301-600,"Software Engineer",Junior,"1-3 Yıl","C, C++
ChatGPT","Türk Lirası",Net,2,%36-%50,"210-250 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,Hiçbiri,Türkiye,"Türkiye ","34 İstanbul",Ofiste,1-10,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
SQL","Türk Lirası",Net,2,%36-%50,,"29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Ofiste,1-10,"Software Design Engineer","Yeni mezun","1-3 Yıl","Adobe CC araçları
ABAP
C# / .NET Framework
C, C++
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Flutter
Golang
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kotlin
Kubernetes
Linux
Microsoft Office Araçları
No-code / Low-code Araçları
NoSQL
PHP
Python
R
Ruby
Rust
SAP
SQL
Solidity
Swift
Salesforce","Türk Lirası",Net,1,Almadım,"150 TL altı","17.002 TL - 22.451 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Remote,1-10,"Fullstack Developer / Engineer",Mid,"3-5 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Linux","Türk Lirası",Net,1,%11-%20,"150 TL altı","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Backend Developer / Engineer","Yeni mezun","0-1 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,1,%36-%50,"210-250 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Mobile Developer(Cross Platform)",Senior,"3-5 Yıl","Figma / XD ve diğer tasarım araçları
Flutter","Türk Lirası",Brüt,3,"%71 ve üzeri",150-180TL,"82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Data Engineer",Junior,"1-3 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Kubernetes
Linux
Python
SQL","Türk Lirası",Net,2,Almadım,"180-210 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","41 Kocaeli",Hybrid,1.000-5.000,"Software Engineer",Mid,"5-7 Yıl","Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,2,%5-%10,150-180TL,"67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,Hiçbiri,"Yurt dışı","İsviçre ",,Remote,21-50,"Fullstack Developer / Engineer",Senior,"12 Yıl ve üzeri","ChatGPT
DevOps araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
NoSQL
PHP
Python
R
SQL","İsviçre Frangı",Net,1,Almadım,,"150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,,"06 Ankara",Hybrid,21-50,"Frontend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,1,Almadım,"180-210 TL","26.803 TL - 29.801 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Ofiste,11-20,"Fullstack Developer / Engineer",Junior,"0-1 Yıl","Microsoft Office Araçları
NoSQL
Python","Türk Lirası",Net,1,Almadım,"150 TL altı","17.002 TL - 22.451 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu",Türkiye,"Türkiye ","34 İstanbul",Hybrid,21-50,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%36-%50,"180-210 TL","22.452 TL - 26.802 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","35 İzmir",Hybrid,21-50,"Mobile Developer(Cross Platform)",Mid,"1-3 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Figma / XD ve diğer tasarım araçları
Flutter
Java ve bağlı framework'ler
Kotlin","Türk Lirası",Net,2,Almadım,"250-300 TL","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,,"34 İstanbul",Remote,301-600,"Backend Developer / Engineer",Mid,"3-5 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
PHP
SQL","Türk Lirası",Net,"4 veya üzeri",%21-%35,"210-250 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yol / yakıt yardımı
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","10 Balıkesir",Ofiste,301-600,"IT Specialist","Yeni mezun","0-1 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
SAP","Türk Lirası",Net,1,Almadım,,"17.002 TL - 22.451 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Şirket aracı
Şirket telefonu
Tamamlayıcı sağlık sigortası","Yurt dışı","İsveç ","34 İstanbul",Ofiste,1-10,"Salesforce Consultant",Senior,"3-5 Yıl","Microsoft Office Araçları","Türk Lirası",Net,1,Almadım,"210-250 TL","26.803 TL - 29.801 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Employee stock options
Udemy vb kurs üyelikleri
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"iOS Developer",Senior,"5-7 Yıl",Swift,"Türk Lirası",Net,2,%21-%35,"250-300 TL","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
İşçi tazminatı
Tıbbi izin",Türkiye,,"06 Ankara",Remote,"10.000 ve üzeri","Backend Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Java ve bağlı framework'ler","Türk Lirası",Brüt,1,%36-%50,150-180TL,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Sertifika sınav ücretleri
Tıbbi izin",Türkiye,"İspanya ","34 İstanbul",Hybrid,"10.000 ve üzeri","Data Scientist",Junior,"1-3 Yıl","ChatGPT
Docker / containerd / Hyper-V / LXC / Podman
Linux
Python
SQL","Türk Lirası",Brüt,2,%51-%70,"300 TL ve üzeri","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Hayat sigortası",Türkiye,,"34 İstanbul",Remote,1.000-5.000,"Android Developer",Mid,"3-5 Yıl","ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Java ve bağlı framework'ler
Kotlin
Linux","Türk Lirası",Net,2,%51-%70,"210-250 TL","105.103 TL - 127.552 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Software Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%36-%50,150-180TL,"37.253 TL - 44.703 TL"
"Şub 3, 2024","Belirtmek İstemiyorum","Yemek kartı
Yol / yakıt yardımı
Şirket telefonu
Tamamlayıcı sağlık sigortası",Türkiye,,,Hybrid,301-600,"Product Manager",Senior,"7-9 Yıl",,"Türk Lirası",Brüt,2,%21-%35,"210-250 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,"Fullstack Developer / Engineer",Junior,"0-1 Yıl","ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
NoSQL","Türk Lirası",Net,1,%36-%50,"210-250 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Backend Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
Microsoft Office Araçları
SQL","Türk Lirası",Net,2,%51-%70,"210-250 TL","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Hayat sigortası
Udemy vb kurs üyelikleri
Emeklilik planlama hizmetleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,"10.000 ve üzeri","Software Engineer",Senior,"5-7 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,2,%36-%50,"250-300 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,"Frontend Developer / Engineer",Junior,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%21-%35,150-180TL,"17.002 TL - 22.451 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"Türkiye ","41 Kocaeli",Remote,1-10,"Fullstack Developer / Engineer","Yeni mezun","1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%51-%70,150-180TL,"37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Tıbbi izin",Türkiye,,,Remote,51-150,DevOps,Mid,"1-3 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux","Türk Lirası",Net,2,%21-%35,,"37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Şirket telefonu
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","16 Bursa",Hybrid,51-150,"Fullstack Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Flutter
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SAP","Türk Lirası",Net,1,%11-%20,"300 TL ve üzeri","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
İşsizlik sigortası",Türkiye,,"34 İstanbul",Remote,601-1.000,"Frontend Developer / Engineer",Mid,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,2,%36-%50,"250-300 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,Hiçbiri,Türkiye,,"07 Antalya",Remote,1-10,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","Adobe CC araçları
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Microsoft Office Araçları
PHP","Türk Lirası",Net,1,Almadım,,"17.002 TL - 22.451 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Frontend Developer / Engineer",Junior,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Brüt,2,"%71 ve üzeri",,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Sertifika sınav ücretleri",Türkiye,,"06 Ankara",Ofiste,301-600,"Software Engineer",Senior,"12 Yıl ve üzeri","C# / .NET Framework
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Brüt,2,%36-%50,,"82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri
Netflix, Spotify vs
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Hybrid,51-150,"Embedded Developer / Engineer",Mid,"3-5 Yıl","C, C++
Linux
Python","Türk Lirası",Net,1,"%71 ve üzeri","180-210 TL","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
Tıbbi izin",Türkiye,,"34 İstanbul",Hybrid,1-10,"Backend Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Docker / containerd / Hyper-V / LXC / Podman
Golang
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%36-%50,150-180TL,"26.803 TL - 29.801 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Hybrid,301-600,"SAP Consultant",Mid,"1-3 Yıl","ABAP
SAP","Türk Lirası",Net,1,%36-%50,150-180TL,"22.452 TL - 26.802 TL"
"Şub 3, 2024",Erkek,"Şirket telefonu
Personel servisi",Türkiye,"Türkiye ","27 Gaziantep",Ofiste,601-1.000,"Backend Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework
Flutter
SQL","Türk Lirası",Net,2,%11-%20,,"22.452 TL - 26.802 TL"
